origin_zone,destination_zone,month,shipments,charged_weight,basic_freight,total_freight,vas_freight,avg_shipment_base_yield,avg_shipment_total_yield,base_yield,total_yield,vas_yield,yield_uplift,avg_weight_per_shipment,weight_share_pct,basic_freight_share_pct,total_freight_share_pct,base_yield_mom_abs,base_yield_mom_pct,total_yield_mom_abs,total_yield_mom_pct,vas_yield_mom_abs,vas_yield_mom_pct,charged_weight_mom_abs,charged_weight_mom_pct,shipments_mom_abs,shipments_mom_pct
WEST ZONE RO,EAST ZONE RO,May,290,270330.13,3174523.35,4092022.07,917498.72,13.753894748341235,24.967061100881352,11.743135513603312,15.13712907251589,3.3939935589125785,3.3939935589125785,932.1728620689655,0.8628213703970841,0.9861164747088922,1.0102884094751716,-0.04155631423181205,-0.3526296218765531,0.3644937838636757,2.4673579002093566,0.40605009809548775,13.589617856572435,-64609.27000000002,-19.28983869917962,-43.0,-12.912912912912914
WEST ZONE RO,EAST ZONE RO,June,346,248764.0,3325112.19,4598586.95,1273474.76,13.617536741405408,24.1683213833848,13.36653289865093,18.48574130501198,5.119208406361049,5.11920840636105,718.971098265896,0.793988059656762,1.0328945637821074,1.135355336817326,1.6233973850476193,13.824224230122073,3.348612232496091,22.12184501072983,1.7252148474484708,50.83141194885539,-21566.130000000005,-7.97770119076257,56.0,19.310344827586206
WEST ZONE RO,EAST ZONE RO,July,505,275004.75,3271518.4,4310840.82,1039322.42,13.655099685854257,22.67398888823818,11.896225065203419,15.67551404112111,3.7792889759176886,3.779288975917691,544.5638613861386,0.8777415053982607,1.0162464836030505,1.064313056243718,-1.470307833447512,-10.999919310383836,-2.810227263890871,-15.202134539927501,-1.3399194304433606,-26.17434814293549,26240.75,10.54845154443569,159.0,45.95375722543353
WEST ZONE RO,WEST ZONE RO,April,5,10030.0,37912.0,52088.0,14176.0,5.674,8.954782608695652,3.7798604187437688,5.193220338983051,1.4133599202392821,1.413359920239282,2006.0,0.032013073589254565,0.011776775177654158,0.012860121908566037,,,,,,,,,,
WEST ZONE RO,WEST ZONE RO,May,21,30440.0,148419.0,207918.73,59499.729999999996,6.282380952380953,9.704930450030517,4.875788436268068,6.830444480946124,1.954656044678055,1.9546560446780559,1449.5238095238096,0.09715632702461705,0.04610406190895369,0.051333516642493984,1.0959280175242991,28.993875331738554,1.637224141963073,31.52618289028111,0.5412961244387728,38.298533635164304,20410.0,203.48953140578266,16.0,320.0
WEST ZONE RO,WEST ZONE RO,June,20,35029.0,204208.3,263927.0,59718.7,7.274666666666667,11.799623984018545,5.82969254046647,7.534528533500813,1.7048359930343429,1.7048359930343429,1751.45,0.11180318591804568,0.06343414323989643,0.0651615227108376,0.9539041041984024,19.564099563936807,0.7040840525546894,10.308026871732405,-0.24982005164371213,-12.780767865727455,4589.0,15.075558475689881,-1.0,-4.761904761904762
WEST ZONE RO,WEST ZONE RO,July,35,66415.0,266198.96,365486.3,99287.34,5.166171428571428,8.230173504788281,4.008115034254311,5.503068583904239,1.4949535496499284,1.494953549649928,1897.5714285714287,0.21197889156832922,0.08269058093599263,0.0902357236582464,-1.8215775062121597,-31.24654505478266,-2.0314599495965746,-26.962004862866785,-0.20988244338441442,-12.311004943698796,31386.0,89.60004567643952,15.0,75.0
WEST ZONE RO,SOUTH ZONE RO,April,7,20295.0,165037.0,191800.0,26763.0,10.200000000000001,12.662534060276652,8.13190440995319,9.45060359694506,1.3186991869918698,1.3186991869918696,2899.285714285714,0.0647762042366821,0.051266186035938736,0.047353927623693864,,,,,,,,,,
WEST ZONE RO,SOUTH ZONE RO,May,3,7800.0,41470.0,58800.0,17330.0,5.533333333333334,7.898924731182795,5.316666666666666,7.538461538461538,2.221794871794872,2.221794871794872,2600.0,0.02489551086701751,0.012882012729935586,0.01451726248317622,-2.8152377432865237,-34.61966104570491,-1.9121420584835214,-20.233015160022457,0.9030956848030021,68.48382813241014,-12495.0,-61.56688839615669,-4.0,-57.142857142857146
WEST ZONE RO,SOUTH ZONE RO,June,14,42038.0,227381.0,284000.0,56619.0,8.370000000000001,11.039577529431993,5.408939530900613,6.755792378324373,1.3468528474237595,1.3468528474237598,3002.714285714286,0.1341740366445746,0.07063238332639217,0.07011739022486474,0.09227286423394698,1.7355397661557428,-0.7826691601371651,-10.382346001819537,-0.8749420243711123,-39.37996416673212,34238.0,438.94871794871796,11.0,366.6666666666667
WEST ZONE RO,SOUTH ZONE RO,July,15,41640.0,212762.0,299600.0,86838.0,7.536666666666666,13.7852636968766,5.109558117195005,7.195004803073967,2.0854466858789626,2.0854466858789626,2776.0,0.13290372724392424,0.06609121756562708,0.07396890884285026,-0.2993814137056088,-5.53493733836881,0.4392124247495941,6.501271799867408,0.7385938384552031,54.838495524434954,-398.0,-0.9467624530186973,1.0,7.142857142857143
WEST ZONE RO,NORTH EAST ZONE RO,April,683,355476.6,5054065.89,5830878.27,776812.38,16.074129883335797,20.852688054803444,14.217717537525676,16.402987622813992,2.1852700852883147,2.185270085288316,520.4635431918008,1.1345860972141586,1.5699672325274467,1.4395984753918105,,,,,,,,,,
WEST ZONE RO,NORTH EAST ZONE RO,May,733,450864.0,6356306.95,7397997.36,1041690.41,16.256560547219895,21.81088743983684,14.098058283650946,16.408489832854254,2.3104315492033076,2.310431549203308,615.094133697135,1.4390371296855107,1.9744882335490244,1.8265079851184476,-0.11965925387472964,-0.8416207000800641,0.005502210040262412,0.03354395044845183,0.12516146391499294,5.727505481249459,95387.40000000002,26.833665000734232,50.0,7.320644216691069
WEST ZONE RO,NORTH EAST ZONE RO,June,775,447872.3,6455763.7,7789195.92,1333432.22,16.369053563691786,22.0901193065388,14.414295548083684,17.391555405413552,2.9772598573298685,2.9772598573298676,577.8997419354838,1.4294884245751445,2.005382931392719,1.9230918657062124,0.31623726443273803,2.243126380031128,0.9830655725592976,5.9912007904038385,0.6668283081265609,28.861634457705502,-2991.7000000000116,-0.6635482096596782,42.0,5.729877216916781
WEST ZONE RO,NORTH EAST ZONE RO,July,711,449076.41,6519622.61,7939451.94,1419829.33,16.66999780901573,22.652575219111064,14.517846996238347,17.67951235737366,3.1616653611353134,3.161665361135313,631.6123909985935,1.4333316211892577,2.025219711994113,1.9601889079173922,0.1035514481546631,0.7183940957033437,0.2879569519601084,1.6557285719854284,0.18440550380544485,6.193799421016191,1204.109999999986,0.2688511881623369,-64.0,-8.258064516129032
WEST ZONE RO,NEPAL ZONE,April,1330,1191443.46,15431835.93,19794961.46,4363125.53,13.65566976422889,23.989806902171235,12.952218420838872,16.61426842697177,3.662050006132897,3.6620500061328976,895.8221503759398,3.802768411008582,4.793660643755422,4.887221961890768,,,,,,,,,,
WEST ZONE RO,NEPAL ZONE,May,1186,1119550.92,14231894.14,18165850.41,3933956.27,13.814896474536859,25.11778979705377,12.71214545560822,16.226015347296578,3.513869891688357,3.5138698916883584,943.972107925801,3.573306678851212,4.420917325357503,4.485007119593272,-0.24007296523065236,-1.8535277697633488,-0.3882530796751915,-2.336865335851307,-0.14818011444454005,-4.046370590144326,-71892.54000000004,-6.034070638987774,-144.0,-10.827067669172932
WEST ZONE RO,NEPAL ZONE,June,1532,1376141.09,18395581.88,24254025.95,5858444.07,14.021061222150589,25.425352975478877,13.367511524563225,17.624665178771746,4.257153654208523,4.257153654208521,898.2644190600523,4.392273777005682,5.714302386128102,5.988130288944175,0.655366068955006,5.155432426757499,1.3986498314751685,8.619798524399881,0.7432837625201656,21.152853845793075,256590.17000000016,22.9190263181598,346.0,29.17369308600337
WEST ZONE RO,NEPAL ZONE,July,1132,1120669.11,14280112.36,18736830.19,4456717.83,13.799205368446485,24.715068775433817,12.742487708972364,16.71932421694036,3.976836507967994,3.976836507967997,989.9903798586573,3.576875641837929,4.435895568035459,4.625977584539636,-0.6250238155908612,-4.675693111933064,-0.905340961831385,-5.1367838914854085,-0.2803171462405287,-6.5846142519054665,-255471.97999999998,-18.564374093356953,-400.0,-26.109660574412533
SOUTH ZONE RO,NORTH ZONE RO,April,57,36907.55,255282.61,317484.44,62201.83,7.4903508771929825,8.51573364382026,6.9168126846675,8.602154301762106,1.6853416170946052,1.6853416170946058,647.5008771929826,0.11779901437179387,0.07929958600798605,0.07838443792184034,,,,,,,,,,
SOUTH ZONE RO,NORTH ZONE RO,May,19,22467.0,181659.4,226266.27000000002,44606.87,8.946842105263158,11.52846781900978,8.085610005786265,10.071049539324344,1.9854395335380781,1.985439533538079,1182.4736842105262,0.07170864649349774,0.05642967695472536,0.05586338150815002,1.168797321118765,16.897917789643753,1.4688952375622382,17.075899664591493,0.30009791644347295,17.806355305034113,-14440.550000000003,-39.12627633099461,-38.0,-66.66666666666667
SOUTH ZONE RO,NORTH ZONE RO,June,40,49013.0,401555.35,550429.69,148874.34,8.213,11.330024295847078,8.192833533960377,11.230279517678982,3.037445983718605,3.037445983718605,1225.325,0.15643636847758066,0.12473694551419676,0.1358968076235258,0.10722352817411185,1.3261031399904275,1.159229978354638,11.510518082829424,1.052006450180527,52.986073481967914,26546.0,118.15551698046023,21.0,110.52631578947368
SOUTH ZONE RO,NORTH ZONE RO,July,53,41581.0,327700.55,388773.85,61073.3,8.486119643118327,12.112970812388815,7.881016570068059,9.349795579711888,1.4687790096438278,1.4687790096438285,784.5471698113207,0.1327154150463404,0.10179509661699766,0.09598523855518673,-0.3118169638923174,-3.8059721657933716,-1.8804839379670941,-16.74476521271612,-1.5686669740747774,-51.64427556846067,-7432.0,-15.163324016077366,13.0,32.5
SOUTH ZONE RO,EAST ZONE RO,April,192,152717.72,1587538.09,2044513.74,456975.65,9.980282164440448,17.60784978290064,10.395244834718591,13.387534465548596,2.9922896308300047,2.9922896308300047,795.4047916666667,0.4874340586982227,0.49314410138986314,0.504774534252386,,,,,,,,,,
SOUTH ZONE RO,EAST ZONE RO,May,156,103635.1,1118011.6,1531499.76,413488.16,10.838460631777464,19.230778320682308,10.787962765510914,14.777809448729242,3.98984668321833,3.989846683218328,664.3275641025641,0.3307754818274931,0.34729297476285637,0.37811537430002357,0.39271793079232253,3.7778612917389145,1.390274983180646,10.384847088598514,0.9975570523883253,33.33758343812533,-49082.619999999995,-32.13944000735474,-36.0,-18.75
SOUTH ZONE RO,EAST ZONE RO,June,197,106142.95,1315663.88,1848844.58,533180.7,11.415695348507313,19.376119028547922,12.395207406615324,17.418439755066164,5.023232348450839,5.02323234845084,538.7967005076142,0.33877986733106363,0.4086905920057015,0.4564653411302329,1.6072446411044101,14.898500078650313,2.640630306336922,17.86888858933008,1.033385665232509,25.900385335081328,2507.8499999999913,2.4198847687704177,41.0,26.28205128205128
